Date,SVENY01,SVENY03,SVENY05,SVENY07,SVENY10,SVENY15
1986-11-01,5.8082863636363635,6.600604545454545,7.114077272727273,7.479604545454546,7.864727272727273,8.256540909090909
1986-12-01,5.827661111111111,6.497933333333333,6.953005555555555,7.289366666666666,7.648344444444444,8.007227777777778
1987-01-01,5.937445454545454,6.42210909090909,6.785172727272727,7.094227272727273,7.459518181818182,7.847131818181818
1987-02-01,5.90662,6.39854,6.75667,7.0504750000000005,7.39143,7.75223
1987-03-01,6.103563157894737,6.533052631578947,6.869421052631579,7.152915789473684,7.483631578947368,7.832236842105263
1987-04-01,6.121436363636364,6.5446681818181816,6.856686363636364,7.120654545454546,7.430540909090909,7.756386363636364
1987-05-01,6.603652380952381,7.246338095238095,7.607814285714285,7.876885714285715,8.156680952380952,8.420785714285714
1987-06-01,7.164655000000001,7.927079999999999,8.25501,8.47598,8.682705,8.859085
1987-07-01,6.992518181818181,7.708631818181818,8.039968181818182,8.273604545454544,8.502472727272727,8.703245454545455
1987-08-01,6.777509090909091,7.596531818181817,8.020018181818182,8.298159090909092,8.566890909090908,8.807481818181818
1987-09-01,6.9996809523809524,7.875557142857143,8.295666666666667,8.5613,8.823285714285714,9.06962380952381
1987-10-01,7.676619047619048,8.504795238095237,8.903314285714286,9.180566666666667,9.450333333333333,9.685966666666667
1987-11-01,7.760138095238095,8.675257142857143,9.087128571428572,9.319033333333334,9.51547619047619,9.674828571428572
1987-12-01,7.0772894736842105,7.9832368421052635,8.436363157894737,8.697005263157894,8.911536842105264,9.0822
1988-01-01,7.275308083532409,8.051740225309864,8.504287106384364,8.814579426211955,9.091013135436546,9.23599930603059
1988-02-01,7.094926358397789,7.765738252851474,8.16441260546521,8.490096859346211,8.83508444524558,9.048214834330631
1988-03-01,6.6975030559060995,7.30109808292015,7.679265624674651,8.02743226399865,8.445427874811099,8.74808814185015
1988-04-01,6.759164128878174,7.418009435999434,7.824058738109218,8.184410856535957,8.605026887890565,8.909182126622216
1988-05-01,7.01809688012415,7.74443045556405,8.156652567353849,8.5138968991608,8.9264654206841,9.21608568278735
1988-06-01,7.394765896818143,8.115319358695857,8.500180692698667,8.843135415685904,9.231777268076618,9.496466838892095
1988-07-01,7.537377919777409,8.091828598383728,8.415480772681546,8.693052442825364,8.984067014500319,9.180953385243319
1988-08-01,7.7734920371798495,8.288969599598449,8.555343885239449,8.824060831044,9.1646778836995,9.433274636609001
1988-09-01,8.164985240291957,8.589854765915044,8.797673180372131,9.020604452855608,9.30153834567813,9.511149193965869
1988-10-01,8.108950874352237,8.404391433424715,8.582290609332,8.770307781538142,8.994643689010095,9.16131620587262
1988-11-01,8.0593767980716,8.2522171297043,8.406165216201149,8.595192210995,8.8295054370842,9.002996509375851
1988-12-01,8.3921194904639,8.5289796238131,8.63772205907485,8.7675818947569,8.924177445052049,9.0341281227745
1989-01-01,8.887984858383428,8.886930430243856,8.922058397834428,8.965628078070571,8.991176773256715,8.946767991012143
1989-02-01,8.9630521743153,8.9665754721018,8.97344650014105,8.981879929018799,8.95515148992895,8.8430109137719
1989-03-01,9.164341965254053,9.120015446279368,9.079781984538842,9.059899288110842,9.014213648485368,8.902365294611528
1989-04-01,9.560399247289954,9.42811757340491,9.32247374890941,9.243907204089044,9.142148285974,9.009611137895273
1989-05-01,9.3481229622923,9.2123602967437,9.13486155156165,9.07814480947275,8.99808318273565,8.885340359457299
1989-06-01,8.94849863553509,8.799524019274273,8.7704158223935,8.767351284674545,8.75729993217191,8.71556587346191
1989-07-01,8.43439320080541,8.211704135975591,8.209853714667773,8.226258081669773,8.2340946515365,8.20479513785918
1989-08-01,7.8823246907563504,7.690421157056051,7.782011891125199,7.88755304046025,8.0010925140873,8.0734683291221
1989-09-01,8.140113809312,7.966941809964087,7.979793949413305,8.015628218368045,8.057124359306913,8.079731424461523
1989-10-01,8.19585660101625,8.07555989179345,8.09682918843955,8.123028238127201,8.1424948457971,8.132471910454651
1989-11-01,7.98448403071781,7.864903744380667,7.9217929774058575,7.971014595837476,8.008098374623048,8.00108404565819
1989-12-01,7.751170311191809,7.684465998030286,7.752731756549619,7.808097290448477,7.856167666950666,7.874989248160571
1990-01-01,7.743350901283099,7.6655910142503005,7.7292139830324,7.77355235878255,7.801899157895351,7.8183733467501
1990-02-01,7.927985952327144,8.003906197642285,8.078767362088904,8.12480374214862,8.164665121749906,8.192872122683761
1990-03-01,8.091127776511211,8.282502208148422,8.356072614822262,8.389332657856052,8.414400607382841,8.43390474789279
1990-04-01,8.285514701571863,8.491958156604364,8.522486996673864,8.518555923275592,8.507419758193135,8.495689337168727
1990-05-01,8.3357184130603,8.62541391293025,8.6708260119391,8.68149187467335,8.686672081964051,8.69003112985525
1990-06-01,8.2698457416795,8.54169990951809,8.622663009112273,8.657762990826681,8.678405782569909,8.679491832447273
1990-07-01,8.026372159417239,8.264170575432285,8.351145196430428,8.39799291030481,8.433339322592904,8.440448517051095
1990-08-01,7.895724507460239,8.126403021056571,8.262330216719333,8.356200581064618,8.448348984775,8.510498766422144
1990-09-01,7.762731881107609,8.115018418241696,8.366730559266912,8.554637601437783,8.753469252924347,8.920020212124609
1990-10-01,7.78574791434921,8.165714297474054,8.466339067916053,8.698171312981367,8.940662283268422,9.126873219149
1990-11-01,7.603112330631,7.972060821264045,8.268184167382545,8.501043577782363,8.74944414410259,8.949517438960363
1990-12-01,7.335284915064401,7.67614202852145,7.9535962455853495,8.17502483957655,8.41638095240425,8.62263462734165
1991-01-01,7.1013533299344,7.4298200542492,7.69542779716235,7.9059693262904505,8.1334068859928,8.32411488427985
1991-02-01,6.776797879728285,7.315663535019476,7.683513786430095,7.948643414746762,8.210087148801524,8.395230906090713
1991-03-01,6.421528987416052,7.052283387020316,7.45161483531879,7.725743192514316,7.994452016942631,8.197532074688159
1991-04-01,6.530844760310499,7.33912733728925,7.7624963195798005,8.007259283001051,8.22673559819365,8.41496307166795
1991-05-01,6.353948007716409,7.225161229122409,7.668187293446272,7.9348264028409545,8.181683160605909,8.366371855090954
