,L,S,C,CU_US,Infl_US,FFR
1977-06-01,7.64741851848559,-2.62769693925927,-0.0222936085583581,84.239,6.701940035273357,5.35
1977-07-01,7.52515065806211,-2.07989297923996,0.0548882880857388,84.12,6.666666666666665,5.3886666666666665
1977-08-01,7.42634264187489,-1.76621848496837,-0.0513357979545057,83.9765,6.631762652705064,5.419354838709677
1977-09-01,7.36391965957923,-1.3463055782342,-0.0646744107549084,84.0778,6.423611111111094,5.901935483870968
1977-10-01,7.43625229378254,-1.38174373692317,0.604247767225022,83.9767,6.390328151986191,6.138333333333334
1977-11-01,7.43884837598795,-1.37936788907293,0.284952050379678,83.8911,6.712564543889843,6.465483870967742
1977-12-01,7.81499537476781,-1.56932020482849,0.121249292929054,83.8023,6.67808219178081,6.507666666666666
1978-01-01,7.86381150163324,-1.42907581435466,0.184575720415393,82.3473,6.814310051107331,6.5606451612903225
1978-02-01,7.9772864233159,-1.5939108233983,0.349858666450072,82.5737,6.2394603709949426,6.703548387096775
1978-03-01,8.02691666721368,-1.58733027092308,0.569807976792733,83.9168,6.375838926174482,6.784285714285715
1978-04-01,7.99913340351294,-1.75523980287978,1.4715863914396,85.3482,6.499999999999995,6.793225806451613
1978-05-01,8.1642068202028,-1.45038727266522,1.42698935445556,85.5208,7.14285714285714,6.8886666666666665
1978-06-01,8.22271996411358,-1.32307576842295,2.24161545367365,85.8308,7.438016528925617,7.36
1978-07-01,8.14134083486939,-1.3019850718314,2.31905598649439,85.5323,7.7302631578947345,7.596666666666667
1978-08-01,8.08770481008438,-0.435029049292206,1.10273483662606,85.6465,7.855973813420625,7.8106451612903225
1978-09-01,8.19166130356231,0.24498780847199,0.481606802776242,85.6125,8.482871125611746,8.035806451612903
1978-10-01,8.29047385601954,0.620813633461849,2.18368896458966,86.0371,8.92857142857142,8.449333333333334
1978-11-01,8.05940582440999,1.32390020083122,2.28815599638682,86.4614,8.870967741935477,8.955483870967742
1978-12-01,8.20681304980735,1.34521665718321,3.46997165029778,86.6562,8.988764044943842,9.754999999999999
1979-01-01,8.2307351926736,1.51116926317434,1.58694732166344,85.9566,9.250398724082931,10.028709677419354
1979-02-01,8.51585349223523,1.29698624074034,1.52381537560021,86.1651,9.84126984126985,10.070967741935483
1979-03-01,8.48976134487589,1.32398262587123,1.09888573053377,86.1935,10.252365930599371,10.058571428571428
1979-04-01,10.5682533284803,-0.517585254631449,-4.50825983226453,84.9421,10.485133020344284,10.088709677419354
1979-05-01,12.0020821076055,-2.02627293119249,-7.61559489255121,85.4801,10.697674418604652,10.010333333333334
1979-06-01,9.69920742199651,-0.317727199614466,-3.72652812909587,85.2706,11.076923076923073,10.241935483870968
1979-07-01,10.421533938904,-0.69583676551696,-4.71176676345293,84.9248,11.45038167938932,10.291666666666666
1979-08-01,9.97470428022338,0.441389424309888,-4.1120143088748,84.1753,11.836115326251884,10.471612903225807
1979-09-01,13.2352248159271,-2.30313707524044,-9.97209003430366,83.9806,11.879699248120312,10.936129032258064
1979-10-01,9.73083338822531,2.960986010412,2.22254095532051,84.3728,12.071535022354718,11.428333333333335
1979-11-01,11.1633681082034,0.743514822135228,-5.11600031816929,84.0579,12.592592592592599,13.768709677419356
1979-12-01,10.2465203651157,2.20607743639098,-3.7651986700062,83.9436,13.254786450662737,13.180333333333333
1980-01-01,11.521974025258,1.06141877900424,-4.27679992525425,84.2311,13.868613138686126,13.778709677419354
1980-02-01,10.7246989433761,3.11452444582313,6.23640643879494,84.1083,14.161849710982644,13.816774193548387
1980-03-01,10.4055228946213,5.38317389940524,4.0805936457366,83.5935,14.592274678111572,14.126206896551725
1980-04-01,12.3450205463588,-1.3463567846351,-5.50754684721732,81.7958,14.589235127478762,17.192258064516132
1980-05-01,10.2887543410313,-2.32687184111083,-0.0439972685503912,79.638,14.425770308123242,17.607666666666667
1980-06-01,9.91480433472722,-2.06256883021368,0.14068078994355,78.4608,14.265927977839322,10.983225806451614
1980-07-01,10.4272947419289,-2.11718025326063,0.191143816989638,77.7482,13.15068493150684,9.472000000000001
1980-08-01,10.3489662809088,-0.38271396298562,3.84461432109704,77.8447,12.890094979647216,9.025806451612903
1980-09-01,11.1149531269385,0.432724928369892,1.29338290964216,78.9834,12.768817204301076,9.605483870967742
1980-10-01,11.6062271805397,1.2829144706424,1.30199436011794,79.8159,12.632978723404253,10.871999999999998
1980-11-01,11.3855475830695,3.85596158014665,-0.0383911080300277,80.9704,12.631578947368416,12.813548387096773
1980-12-01,11.7501139804459,3.59690504003128,-3.27973734472531,81.3163,12.353706111833551,15.848666666666666
1981-01-01,12.3015620704821,3.40502035213649,-4.61950885551522,80.6229,11.794871794871797,18.896129032258063
1981-02-01,12.7384064638833,2.10495262497775,-1.49664070193402,80.0944,11.392405063291132,19.08451612903226
1981-03-01,11.3662612998801,1.20305221780877,1.75434842768221,80.3057,10.611735330836458,15.934285714285716
1981-04-01,13.075087870409,1.95515226671022,-0.137530192277192,79.7704,10.135970333745359,14.703870967741935
1981-05-01,12.3164332350507,3.66909858203291,-0.283153328028664,80.0226,9.79192166462668,15.719
1981-06-01,12.6487504680591,2.07968714752311,-0.006966852580786,80.2399,9.696969696969692,18.51774193548387
1981-07-01,13.2254970614636,2.29049726563936,2.5119517281748,80.5506,10.774818401937058,19.099666666666668
1981-08-01,13.8013053931657,2.11369239972653,3.2985701261316,80.2571,10.817307692307686,19.035806451612903
1981-09-01,14.3184471573491,-0.161660186632596,5.04710187349105,79.6687,10.96543504171632,17.817741935483873
1981-10-01,14.0000730636122,-0.709416324071704,1.04237437306312,78.866,10.271546635182993,15.874
1981-11-01,12.7135534296452,-2.56182903285283,0.711329032018008,77.7627,9.579439252336464,15.08
1981-12-01,13.212060233995,-2.00557525070246,3.67830463825694,76.7466,8.912037037037024,13.306999999999999
1982-01-01,13.407727497254,-0.808803223113053,2.18365218697415,75.0122,8.25688073394495,12.369032258064516
1982-02-01,13.0185067936534,-0.602960029545412,3.13562948258892,76.3833,7.613636363636367,13.220645161290324
1982-03-01,12.7059277391218,0.919697934550138,1.76044627643629,75.7186,6.884875846501148,14.779285714285715
1982-04-01,12.925273735209,-0.536854180626801,2.31757584617047,74.8888,6.621773288439958,14.677741935483871
1982-05-01,12.9695098277375,-1.70012229443881,2.83432342918007,74.2587,6.911928651059096,14.937000000000001
1982-06-01,13.3233950642853,-0.559441712521641,3.51790812234331,73.9501,7.182320441988943,14.45483870967742
1982-07-01,12.8587473107621,-2.92132460266457,4.39981408881618,73.5908,6.557377049180335,14.152666666666667
1982-08-01,12.0129605339926,-4.40522080265656,5.66338605521209,72.8353,5.965292841648595,12.586774193548386
1982-09-01,11.3697945593898,-4.46936404668784,5.5961280780857,72.5682,4.940923737916236,10.119032258064516
1982-10-01,10.7894092350057,-3.26641938385453,1.78423802602847,71.8027,5.032119914346889,10.309666666666667
1982-11-01,10.8911537767543,-2.7991117208374,2.61772080286882,71.5184,4.47761194029852,9.707096774193548
1982-12-01,5.88058291201557,2.04962100277915,12.0981749740384,70.9657,3.825717321997879,9.196333333333333
1983-01-01,8.00106908003893,-0.0057398728201904,9.68419629311947,72.2448,3.7076271186440746,8.945483870967742
1983-02-01,8.81338245092663,-1.01379573357562,6.60358732729053,71.77,3.484688489968324,8.683225806451613
1983-03-01,7.89128948089076,0.716078324783346,7.81403335974873,72.3463,3.5902851108764455,8.508928571428571
1983-04-01,7.06901477047181,0.945178550827221,9.10837083611624,73.2328,4.0000000000000036,8.766129032258064
1983-05-01,7.18677888279809,1.36924384095741,9.62261339676026,73.6723,3.44108446298228,8.802
1983-06-01,8.66820764364251,0.127788839852804,7.14213413089488,74.0991,2.4742268041237248,8.629999999999999
1983-07-01,11.2930457747446,-2.14959904273175,3.64107058653347,75.1751,2.358974358974364,8.982
1983-08-01,9.66568105910595,-0.418093305171347,7.59559072615518,76.044,2.456499488229258,9.36774193548387
1983-09-01,5.39954755711138,3.33480471639214,14.0201713134997,77.0993,2.763561924257929,9.558387096774194
1983-10-01,9.84755484429874,-1.40072085525496,7.48129313579402,77.6543,2.752293577981657,9.448
1983-11-01,8.98479711518141,-0.239413547099938,8.41909037307862,77.9349,3.1632653061224536,9.476129032258065
1983-12-01,10.224264074505,-1.27739177879646,6.34836199947909,78.2537,3.7871033776867957,9.34
1984-01-01,8.37131563772035,0.465186282399668,9.47444389914077,79.7126,4.290091930541351,9.471290322580646
1984-02-01,9.79203086779961,-0.66328325392194,7.6277896920133,79.9814,4.693877551020398,9.558387096774194
1984-03-01,12.0117627850427,-2.31222044855677,3.5455625923118,80.2384,4.892966360856277,9.587586206896553
1984-04-01,12.3425516008812,-2.72926524025882,3.71484070597132,80.5838,4.5546558704453455,9.913225806451614
1984-05-01,13.7299298245581,-4.19454401462945,2.37477698637636,80.8718,4.3346774193548265,10.291
1984-06-01,13.5283283962184,-4.06232425710499,3.29235464711744,81.0034,4.325955734406439,10.319354838709677
1984-07-01,12.569966772635,-2.62528475449202,2.39048643706277,81.0623,4.308617234468937,11.061666666666667
1984-08-01,12.4220298973619,-1.93440527959582,2.16136876202639,80.9851,4.295704295704317,11.234193548387097
1984-09-01,11.5960145964869,-1.42688586411377,3.81468789911593,80.5773,4.2828685258964105,11.637096774193548
1984-10-01,11.6146831298685,-2.97792098200241,1.67706254325168,80.3528,4.265873015873023,11.302666666666665
1984-11-01,10.6268183425257,-2.44702158330271,5.65397408748231,80.4271,4.154302670623156,9.985483870967743
1984-12-01,11.2481364847619,-3.60607025496999,4.49655959138436,80.2683,4.043392504930954,9.425666666666666
1985-01-01,10.8130430276822,-3.10386933122341,4.05758434367457,80.0283,3.52595494613126,8.381612903225806
1985-02-01,11.5502788029274,-3.19947899659,4.16814074491112,80.0705,3.6062378167641462,8.349032258064517
1985-03-01,11.6796599489375,-3.64457620433888,2.81099733353719,79.972,3.790087463556846,8.501428571428571
1985-04-01,11.8837654021405,-4.38305922102509,0.456869989393031,79.6139,3.581800580832528,8.577419354838709
1985-05-01,10.0760112516931,-3.17986920035687,4.15867260763723,79.5339,3.5748792270531515,8.267333333333333
1985-06-01,8.28870142696727,-1.62196525783529,8.83700925642323,79.3029,3.6644165863066513,7.970967741935484
1985-07-01,9.05227062909136,-2.0400237661819,7.79165749354764,78.7087,3.458213256484166,7.533333333333333
1985-08-01,9.10145701073756,-2.19139362657303,6.72450523095421,78.7942,3.3524904214559337,7.883870967741935
1985-09-01,10.3894695675242,-3.50035862332793,3.50605901644574,78.918,3.2473734479465,7.898387096774194
1985-10-01,9.26996606063499,-2.21140163219904,5.33201852571394,78.4912,3.2350142721217834,7.921333333333333
1985-11-01,9.35993985835397,-2.29100964627843,3.88308412404261,78.6182,3.5137701804368593,7.986451612903227
1985-12-01,9.55305645999443,-2.55007820171389,0.0176429370507522,79.2651,3.791469194312791,8.050666666666666
1986-01-01,9.85670937367814,-2.81220388926286,-0.109640567822009,79.5636,3.9735099337748325,8.274516129032257
1986-02-01,8.04983892217155,-1.01366327838458,1.26897589607687,78.9134,3.19849482596426,8.144838709677419
1986-03-01,7.30298582855758,-0.909032865841038,1.39215997164375,78.2664,2.1535580524344455,7.86
1986-04-01,7.24050688915771,-1.21951183795196,2.23149774152745,78.2696,1.5887850467289688,7.479032258064516
1986-05-01,6.53182916377839,-0.373222174277769,6.01876892776552,78.3421,1.679104477611948,6.988
1986-06-01,6.66189597662685,-0.775200606128917,4.22580434938982,77.9558,1.7674418604651132,6.852903225806451
1986-07-01,8.03637899750497,-2.27296596303902,-1.38396671119417,78.3535,1.671309192200554,6.916666666666667
1986-08-01,7.6467368413574,-2.46946568653447,-2.08199112209761,78.1419,1.575532900834098,6.557096774193549
1986-09-01,8.20636950504639,-3.02869396556718,-1.73196363506946,78.2726,1.757631822386685,6.170645161290322
1986-10-01,8.17608862042633,-3.06138654832789,0.690748374783374,78.5086,1.5668202764977046,5.890333333333333
1986-11-01,8.08379513747939,-2.71037000974717,-1.20445455821378,78.7174,1.2844036697247763,5.845806451612903
1986-12-01,8.19081179578673,-2.49056452100488,-0.0312038034672953,79.3476,1.187214611872145,6.039333333333333
1987-01-01,8.15495409142603,-2.5712904127428,0.0766412478000948,78.9277,1.364877161055511,6.907741935483871
1987-02-01,7.76809927041526,-2.24656252511412,0.0278059981736595,79.8385,1.9143117593436676,6.426451612903226
1987-03-01,7.97641848386223,-2.38355671815234,-0.116064995388195,79.8055,2.8414298808432603,6.101071428571428
1987-04-01,8.33530034934816,-3.10530830974194,1.20001573751316,80.1758,3.679852805887762,6.128387096774193
1987-05-01,8.57892959943349,-3.06495423159707,1.30169831472246,80.5155,3.669724770642202,6.365333333333334
1987-06-01,8.67611029498744,-3.06953700069707,0.0948144036011962,80.7902,3.7477148080438782,6.852903225806451
1987-07-01,9.07348929515989,-3.15903781511516,-0.203878316409811,81.1772,3.926940639269394,6.725
1987-08-01,9.33906062488636,-3.21764744191715,0.125035624662265,81.6378,4.2883211678832245,6.58225806451613
1987-09-01,9.87251565534488,-3.41212053374591,0.182739628074332,81.8095,4.2727272727272725,6.732258064516128
1987-10-01,9.21878520973214,-4.01495205619356,0.682057902994129,82.7829,4.355716878402904,7.216333333333334
1987-11-01,9.29433778493144,-3.97875684690422,0.492356590028413,83.0749,4.528985507246386,7.288709677419354
1987-12-01,9.05167946344351,-3.44767862920467,0.507885445326508,83.4335,4.332129963898912,6.693333333333333
1988-01-01,8.64345175937972,-2.73795645890531,0.0205811495296285,83.3283,4.129263913824044,6.769677419354839
1988-02-01,8.5785536936301,-2.81649170104951,-0.0584904798089619,83.6774,3.9355992844364973,6.833870967741936
1988-03-01,9.09068651236445,-3.15927022235867,-0.189218899295431,83.8133,3.832442067736186,6.582758620689655
1988-04-01,9.20469315348683,-3.18686992250422,-0.100179012927913,84.2599,3.9929015084294583,6.575806451612903
1988-05-01,9.38201407447304,-2.92444157980295,-0.138396501654128,84.0591,3.9823008849557473,6.871666666666667
1988-06-01,8.9884602519798,-2.40389857751157,0.20351547170908,84.2661,3.96475770925111,7.086451612903226
1988-07-01,9.19931004776941,-2.21594638990614,-0.0651990695833851,84.2395,4.130052724077338,7.509
1988-08-01,9.233784513601,-1.7753400600493,0.192639487559836,84.6276,4.111986001749779,7.754838709677419
1988-09-01,8.82978576501416,-1.41543556323134,0.179043877413817,84.304,4.184829991281602,8.009032258064517
1988-10-01,8.59020867894148,-1.13968371854807,-0.0591239121239518,84.623,4.260869565217407,8.193333333333333
1988-11-01,8.89007874835225,-0.900997162719923,0.62434511004858,84.7603,4.246100519930662,8.296129032258065
1988-12-01,8.86473771282638,-0.71972620814143,1.53599403881631,85.0642,4.4117647058823595,8.345
1989-01-01,8.67091909633015,-0.299174297695624,1.40234793783686,85.208,4.482758620689653,8.76032258064516
1989-02-01,8.93373177397445,-0.234155760970559,1.86849638203833,84.7168,4.647160068846801,9.121290322580645
1989-03-01,8.74284905507367,0.113053831918338,2.75393730297591,84.7889,4.892703862660941,9.36107142857143
1989-04-01,8.67432294470034,-0.0782454429299326,1.47978062745547,84.6158,5.034129692832767,9.848709677419356
1989-05-01,8.37345862828663,0.348505460969257,0.568190752401305,83.9786,5.276595744680845,9.835333333333333
1989-06-01,8.30281661807025,-0.0577472654476395,-1.08270154276487,83.7983,5.1694915254237195,9.809032258064516
1989-07-01,8.35442832216303,-0.368902113957796,-2.46552588117973,82.8088,5.063291139240511,9.53
1989-08-01,8.06026353993068,-0.0461427681345539,0.732229467711785,83.4265,4.621848739495804,9.235483870967743
1989-09-01,8.12533803747325,0.0220850416279436,0.671472242833104,82.9458,4.435146443514637,8.992258064516129
1989-10-01,7.99435103499468,-0.0581139741984664,-0.63401873693728,82.6489,4.587155963302747,9.020999999999999
1989-11-01,8.08072711127791,-0.349316292339504,-0.796843159869916,82.7278,4.655029093931851,8.840645161290322
1989-12-01,8.47008250078134,-0.680716509666027,-0.736132929325217,82.9946,4.639602319801162,8.548
1990-01-01,8.39612955751665,-0.504876506099354,-0.0320397236855019,82.3733,5.198019801980203,8.452580645161289
1990-02-01,8.5003681061839,-0.65540848813351,0.357238786387904,82.9404,5.263157894736836,8.229032258064516
1990-03-01,8.5318131954917,-0.671318173771953,0.787267105659367,83.1505,5.237315875613735,8.237142857142858
1990-04-01,8.86777604456746,-1.09857685820784,1.34809783523354,82.7796,4.711616571892785,8.276774193548386
1990-05-01,8.56166099917341,-0.733105665085799,0.506868855361588,82.8617,4.365400161681476,8.255
1990-06-01,8.47476127765249,-0.70744879333243,0.045885955035591,82.9777,4.673650282030639,8.176451612903225
1990-07-01,8.97050042040337,-1.43035636889971,0.0038475926591121,82.6936,4.819277108433728,8.288666666666666
1990-08-01,9.44285503949826,-1.91982341343366,-0.406794049600152,82.8569,5.702811244979911,8.15258064516129
1990-09-01,9.36920137786089,-2.02526221183656,0.0064693228024882,82.7583,6.169871794871806,8.134193548387097
1990-10-01,9.41523857659825,-2.21327990132363,-1.08748888061683,82.1312,6.379585326953752,8.195
1990-11-01,8.95724699977254,-1.81727312389847,-1.09666625062906,81.0047,6.195393169181873,8.112580645161291
1990-12-01,8.80786735761113,-2.30150391029187,-0.022349857072986,80.3427,6.254948535233562,7.806666666666667
1991-01-01,8.71453947800773,-2.53304225205677,0.11515785279954,79.9936,5.647058823529405,7.312903225806451
1991-02-01,8.64953208251443,-2.69422427816833,0.0002611794561313,79.3375,5.312500000000009,6.906451612903226
1991-03-01,8.52488325859555,-2.81096081938822,-1.24855240720473,78.8116,4.821150855365497,6.2524999999999995
1991-04-01,8.61637716160872,-3.23903719463327,-0.106324123159325,78.9476,4.809930178432875,6.115161290322581
1991-05-01,8.71338688684764,-3.27042975800691,0.994460609692672,79.6602,5.034856700232382,5.912333333333334
1991-06-01,8.58582433743036,-3.15764954413001,2.35336319262429,80.229,4.695919938414161,5.782903225806452
1991-07-01,8.11266527057305,-2.68517649339815,3.80328779102044,80.3605,4.367816091954024,5.899666666666667
1991-08-01,8.71777907561066,-3.37476346464181,-2.50165179195836,80.2919,3.7993920972644313,5.820967741935483
1991-09-01,8.3458089774847,-3.24378878524378,-2.5299602647385,80.8617,3.396226415094339,5.661290322580645
1991-10-01,8.74840270612528,-3.97502406515478,-3.00737267751011,80.6759,2.8485757121439192,5.447
1991-11-01,9.08630051151282,-4.82033034084507,-2.92297492779697,80.4548,3.0665669409125185,5.209677419354839
1991-12-01,8.03870955566841,-4.21601996398058,-3.93577232200946,79.962,2.980625931445613,4.811333333333334
1992-01-01,8.67299271882907,-4.94599760064196,-3.6290549055034,79.3991,2.672605790645899,4.434193548387097
1992-02-01,8.38599368110113,-4.50496557876209,-4.04054319933825,79.8149,2.8189910979228294,4.034193548387097
1992-03-01,8.55259214743265,-4.73293509823405,-3.10602089833861,80.3214,3.189910979228472,4.057586206896552
1992-04-01,8.73774387901011,-5.22755588167706,-3.7769299137042,80.7713,3.1828275351591495,3.983225806451613
1992-05-01,8.4958400842851,-4.79875729595886,-4.43317840558891,80.8582,3.0235988200590036,3.734666666666667
1992-06-01,8.59777853556101,-5.04432905323342,-4.27600127471948,80.7276,3.0147058823529305,3.823225806451613
1992-07-01,8.154394922712,-4.98437272451158,-4.3187273105244,81.2728,3.1571218795888534,3.7626666666666666
1992-08-01,8.59311101886144,-5.50058891687235,-4.79264473341061,80.6532,3.0746705710102518,3.253548387096774
1992-09-01,8.46944823580254,-5.74265996233596,-5.11965490944387,80.7402,2.9927007299270114,3.303225806451613
1992-10-01,8.49606986795647,-5.62688418317557,-3.18939513356732,81.1307,3.279883381924198,3.219666666666667
1992-11-01,8.03366586446034,-4.8678640226636,-3.78706465934907,81.2864,3.1204644412191396,3.099032258064516
1992-12-01,7.88426854207493,-4.78833954224247,-4.32391346378888,81.2604,2.966714905933454,3.0876666666666663
1993-01-01,8.00952002603709,-5.18038663613924,-3.26138282451988,81.447,3.2537960954446943,2.919677419354839
1993-02-01,7.75428200087616,-4.80806356947038,-4.04220217136417,81.698,3.2467532467532534,3.024193548387097
1993-03-01,7.69195079662165,-4.81974160263608,-3.682302554045,81.502,3.0194104960460155,3.027142857142857
1993-04-01,7.83767930233182,-4.88224425592549,-4.54522913591268,81.6217,3.1563845050215145,3.074193548387097
1993-05-01,7.63882637549482,-4.67090952600158,3.16837731822989,81.1916,3.2211882605583497,2.957666666666667
1993-06-01,7.41615836469489,-4.47238981325065,-1.62370208947356,81.2566,2.9978586723768963,2.9961290322580645
1993-07-01,7.09812593683852,-4.17248935656498,-1.209884850896,81.3428,2.8469750889679624,3.038
1993-08-01,7.22300871521853,-4.28190901538897,-1.67547249954883,81.1291,2.840909090909083,3.055483870967742
1993-09-01,6.92026809352181,-4.05354495700818,0.112740181434278,81.4164,2.7639971651311157,3.032258064516129
1993-10-01,6.78452979031017,-3.83075907810925,0.062297770921545,81.8692,2.752293577981657,3.0863333333333336
1993-11-01,7.24978305959641,-4.24903382950806,-0.100918200318085,82.0917,2.7445460942997935,2.9925806451612904
1993-12-01,7.06117316246668,-4.10163169654184,-0.0111299202723502,82.3931,2.8109627547435068,3.0180000000000002
1994-01-01,6.8881469049466,-4.02285292202944,-0.136319807629801,82.4707,2.450980392156854,2.9551612903225806
1994-02-01,7.15540106933942,-3.9195986992322,-0.0814888213789092,82.3162,2.515723270440251,3.0506451612903227
1994-03-01,7.58878827382146,-4.1681591338182,-0.294384936151513,82.9362,2.6517794836008246,3.245
1994-04-01,7.53310988596614,-3.89128858875071,0.320321615631832,83.194,2.364394993045882,3.335806451612903
1994-05-01,7.54821128496333,-3.58144150204915,-0.261237677623536,83.3452,2.288488210818307,3.555
1994-06-01,7.70139312382058,-3.7659645274078,0.0379785928766164,83.6506,2.494802494802495,4.010967741935484
1994-07-01,7.45756582688226,-3.35556013286794,-0.321616790841099,83.4915,2.69896193771626,4.245666666666667
1994-08-01,7.5621255352489,-3.15915145427176,0.0921124756885687,83.7838,2.900552486187835,4.256129032258064
1994-09-01,7.90518937098721,-3.34007891084456,0.0632969236018193,83.7623,2.965517241379323,4.474516129032258
1994-10-01,8.07011177290699,-3.25855499344423,0.0668505973603606,84.1694,2.609890109890123,4.733666666666666
1994-11-01,7.83947236731275,-2.68490081836779,2.03486851132901,84.4489,2.602739726027403,4.76
