"Date","SVENY01","SVENY03","SVENY05","SVENY07","SVENY10","SVENY15","beta_0","beta_1","beta_2","lambda"
1974-11-01,7.87012272727273,7.84427727272727,7.78822272727273,7.70986363636364,7.55643636363636,7.23555,7.2556981561182,-1.22493879059117,4.39496853601743,0.7308
1974-12-01,7.45635555555556,7.48201111111111,7.48132777777778,7.45836111111111,7.38976111111111,7.20763888888889,7.24468189275188,-0.740618040405863,2.10752260705215,0.7308
1975-01-01,7.10810952380952,7.07657619047619,7.13680476190476,7.16962857142857,7.19505714285714,7.21492380952381,7.25561902608943,0.363721752129189,-1.19092781879561,0.7308
1975-02-01,6.69832727272727,7.07389545454545,7.17458636363636,7.21787272727273,7.25034545454545,7.27559545454545,7.32598867441532,-1.28557897481001,0.250511518010729,0.7308
1975-03-01,5.89772222222222,6.60496111111111,6.92992777777778,7.08131111111111,7.19607222222222,7.28543333333333,7.46815865487752,-1.93058865945942,-1.78721316977033,0.7308
1975-04-01,5.981425,6.75198,7.07286,7.218025,7.327325,7.412365,7.58897313032382,-2.24236530941066,-1.33012692958775,0.7308
1975-05-01,6.78837272727273,7.54443636363636,7.70651818181818,7.77596363636364,7.82807272727273,7.86859545454546,7.94489852116128,-2.7137562711701,1.1094552208541,0.7308
1975-06-01,6.27484761904762,7.25087142857143,7.52110952380952,7.6388,7.72718095238095,7.79591904761905,7.93273275978029,-3.30517982041394,0.491866325731264,0.7308
1975-07-01,6.19270952380952,7.04310952380952,7.33979523809524,7.46832857142857,7.55996666666667,7.62830476190476,7.78653658534068,-2.72229147860498,-0.382703888185703,0.7308
1975-08-01,6.9764,7.55477272727273,7.66204090909091,7.67244090909091,7.66145,7.64599090909091,7.68429468954514,-2.43988287416037,2.13611674893217,0.7308
1975-09-01,7.47185714285714,7.96317619047619,7.98072857142857,7.9581,7.93269523809524,7.91120952380952,7.89641284690341,-2.25433382856298,2.76631318056725,0.7308
1975-10-01,7.50145714285714,8.07119523809524,8.11497619047619,8.08684761904762,8.04686666666667,8.0102619047619,8.00490163542459,-2.66265743517936,3.25834176973822,0.7308
1975-11-01,6.86918181818182,7.61886818181818,7.82104545454545,7.89044090909091,7.93246818181818,7.96165454545454,8.05826220038493,-2.72037080096991,1.00675343243881,0.7308
1975-12-01,6.43677647058824,7.33454705882353,7.63767647058823,7.77266470588235,7.87338235294118,7.95137647058823,8.11229737718961,-2.85697906412082,-0.410495055965851,0.7308
1976-01-01,6.52734090909091,7.3322,7.58188636363636,7.69349545454546,7.77762727272727,7.84309090909091,7.97358778376865,-2.62367569003474,-0.0581277127627033,0.7308
1976-02-01,5.75544761904762,6.92840952380952,7.31155714285714,7.47959047619048,7.60578571428571,7.70394761904762,7.90494182569794,-3.78413652211218,-0.303335521862979,0.7308
1976-03-01,5.86505,6.97056111111111,7.33097222222222,7.48923333333333,7.60806666666667,7.70048888888889,7.88957161707813,-3.56765900041014,-0.279045130711961,0.7308
1976-04-01,6.13945217391304,7.05213913043478,7.34625217391304,7.4767652173913,7.57465652173913,7.65071304347826,7.80524543218215,-2.94855273812965,-0.204962278048689,0.7308
1976-05-01,5.83191904761905,6.77792380952381,7.13798571428571,7.3088380952381,7.43951904761905,7.54149523809524,7.73991642419839,-2.80370481885598,-1.31059757299204,0.7308
1976-06-01,6.352885,7.18836,7.452555,7.57105,7.66035,7.72983,7.86857084839723,-2.70528051404044,-0.14420319503885,0.7308
1976-07-01,6.45328636363636,7.20572727272727,7.45431818181818,7.56680909090909,7.65168636363636,7.7177,7.84967835084125,-2.39612468649765,-0.313476561330913,0.7308
1976-08-01,6.20085714285714,7.04482857142857,7.36928095238095,7.52490476190476,7.64440952380952,7.73773333333333,7.91736969728784,-2.47803697839472,-1.26202971014224,0.7308
1976-09-01,6.0083,6.84811363636364,7.22962272727273,7.42883181818182,7.58782727272727,7.71380454545455,7.93485925502511,-2.13647903101318,-2.62505088716906,0.7308
1976-10-01,5.83848095238095,6.65395238095238,7.06321428571429,7.29043809523809,7.47857142857143,7.63052857142857,7.87384334473753,-1.80801873526443,-3.61451677848656,0.7308
1976-11-01,5.54031,6.268785,6.74814,7.06769,7.370665,7.64185,7.94118660058739,-0.583223614829307,-7.16300842169175,0.7308
1976-12-01,5.34839473684211,6.09868421052632,6.58447894736842,6.9135947368421,7.23703684210526,7.54325789473684,7.84103088416251,-0.516247206578505,-7.60230160717474,0.7308
1977-01-01,4.94939090909091,5.68702727272727,6.17824090909091,6.51304545454545,6.84056818181818,7.14609090909091,7.4501874730908,-0.43445950871518,-7.78390769493529,0.7308
1977-02-01,5.39087142857143,6.22713333333333,6.65735238095238,6.88777619047619,7.07119047619048,7.21492857142857,7.47040757439094,-1.90850009292108,-3.57958392834208,0.7308
1977-03-01,5.5177,6.41975789473684,6.84901578947369,7.07627368421053,7.25754736842105,7.40025263157895,7.65179940887777,-2.20486293293326,-3.21131081756171,0.7308
1977-04-01,5.49184347826087,6.43193913043478,6.88943913043478,7.13532173913044,7.33385217391304,7.49176086956522,7.76115966471347,-2.22236002951545,-3.64358718385494,0.7308
1977-05-01,5.368995,6.29637,6.775995,7.04851,7.278365,7.46665,7.75370353394424,-1.93412962228053,-4.57967038234899,0.7308
1977-06-01,5.75362857142857,6.48979047619048,6.90644761904762,7.15797142857143,7.37919047619048,7.56549523809524,7.81983024193897,-1.23706762096023,-4.7892140753304,0.7308
1977-07-01,5.69217272727273,6.31853636363636,6.72001818181818,6.98638636363636,7.23997727272727,7.46861818181818,7.71772190448925,-0.558094072331944,-5.91926920912008,0.7308
1977-08-01,5.8261,6.43151578947368,6.79895789473684,7.03265263157895,7.247,7.4337,7.66057682454631,-0.771755634861031,-4.86298515312337,0.7308
1977-09-01,6.23771739130435,6.7048347826087,6.96729130434783,7.12478695652174,7.26257391304348,7.37803913043478,7.53807657187806,-0.804580957279935,-2.96538491820739,0.7308
1977-10-01,6.40112380952381,6.7408380952381,6.95839523809524,7.10289523809524,7.24067142857143,7.3651619047619,7.50007488157844,-0.301005004391416,-3.21477958828316,0.7308
1977-11-01,6.83104,7.08162,7.22147,7.308135,7.38775,7.45849,7.5429571662855,-0.391681068745973,-1.71436930574242,0.7308
1977-12-01,6.81895263157895,7.10117368421053,7.26072105263158,7.35751052631579,7.44337368421053,7.51642105263158,7.61364738111874,-0.466981487728503,-1.8584213530632,0.7308
1978-01-01,6.81125238095238,7.18154761904762,7.37336666666667,7.48151428571428,7.5716,7.6443,7.75928966721277,-0.783915760767153,-1.79269195030349,0.7308
1978-02-01,7.14457,7.48623,7.66074,7.75723,7.836725,7.900765,8.00465043974553,-0.749945975897225,-1.55386331789692,0.7308
1978-03-01,7.16925,7.54397777777778,7.72562222222222,7.82462222222222,7.90580555555556,7.97108333333333,8.07816544972879,-0.872818482851793,-1.49153774181768,0.7308
1978-04-01,7.13745454545455,7.56447727272727,7.73778181818182,7.82301818181818,7.88908181818182,7.94083181818182,8.03822568287861,-1.20675901454503,-0.837835584159785,0.7308
1978-05-01,7.30931,7.726875,7.85708,7.915705,7.959975,7.994425,8.06269776212923,-1.35615065892447,-0.0501200500590129,0.7308
1978-06-01,7.63408095238095,7.95319047619048,8.0234380952381,8.05355714285714,8.07615238095238,8.09373333333333,8.12707623971846,-1.13965029778183,0.440722138335546,0.7308
1978-07-01,7.90817727272727,8.14374090909091,8.19292727272727,8.21397272727273,8.22975909090909,8.24201818181818,8.26497771484389,-0.84975582247795,0.365814290455868,0.7308
1978-08-01,8.21678,8.362995,8.38777,8.39834,8.40627,8.412435,8.42312634235473,-0.545159253467655,0.312462264788456,0.7308
1978-09-01,8.11112608695652,8.16913913043478,8.16550434782609,8.16373043478261,8.16242173913044,8.16138260869565,8.15725635268974,-0.258554895284798,0.326544838067738,0.7308
1978-10-01,8.415205,8.247365,8.20402,8.185375,8.17142,8.16055,8.13904827537319,0.579624384826385,-0.136510729598484,0.7308
1978-11-01,8.84739523809524,8.49192857142857,8.40691428571428,8.37044285714286,8.34308095238095,8.3218,8.28047951996895,1.24871223352774,-0.390699221335024,0.7308
1978-12-01,9.69266,8.883705,8.63711,8.53064,8.450795,8.388675,8.26163783382488,2.67537168242159,-0.0910292788937591,0.7308
1979-01-01,9.929035,9.160755,8.87351,8.74732,8.652595,8.578915,8.42467951157983,2.36441246890766,0.74560815268404,0.7308
1979-02-01,10.1129409090909,9.30922727272727,8.98740909090909,8.84522727272727,8.73850454545454,8.65547727272727,8.4805950941153,2.40210090632314,1.11598854051154,0.7308
1979-03-01,9.80151111111111,9.09584444444444,8.88125,8.78855555555556,8.71902777777778,8.66493888888889,8.55442394106714,2.33506094892406,-0.0860307394801918,0.7308
1979-04-01,9.81304090909091,9.16848636363636,8.94640909090909,8.84922727272727,8.77629545454545,8.71956818181818,8.60204474260453,2.04500213629344,0.334185345407394,0.7308
1979-05-01,9.702615,9.203005,9.0038,8.91315,8.84477,8.79156,8.68239192740013,1.47845721327988,0.740145488674847,0.7308
1979-06-01,9.75960952380952,9.20634285714286,9.01939047619048,8.93693333333333,8.87499047619048,8.82680476190476,8.72796031467109,1.76261934692652,0.246159082859813,0.7308
1979-07-01,9.18887142857143,8.76150952380952,8.66377142857143,8.62182380952381,8.59035714285714,8.56590476190476,8.51896863614976,1.51489389817783,-0.535558904136431,0.7308
1979-08-01,9.1577,8.7356,8.64911904761905,8.61205238095238,8.58425238095238,8.5626380952381,8.52250054118463,1.52728283501618,-0.678472612131498,0.7308
1979-09-01,9.53600869565218,8.93855217391304,8.80138695652174,8.74252608695652,8.69839130434783,8.66405217391304,8.59812600197626,2.11627950823754,-0.74113006916232,0.7308
1979-10-01,10.4665894736842,9.42073157894737,9.16435263157895,9.05437894736842,8.97189473684211,8.90774736842105,8.78232373134996,3.65505943611234,-1.05785879013348,0.7308
1979-11-01,11.7919318181818,10.5880136363636,10.1836090909091,9.99190909090909,9.84435,9.72913636363636,9.51086534132844,3.74593956860884,0.826865667758694,0.7308
1979-12-01,11.8326842105263,10.8032947368421,10.4245947368421,10.2700210526316,10.1788631578947,10.1290052631579,9.92159516245502,3.41366623832846,0.181737543913513,0.7308
1980-01-01,11.58164,10.29285,9.99494,9.9562,9.992945,10.055725,9.92951278511166,5.46177052894483,-4.54501442385541,0.7308
1980-02-01,11.6607045454545,10.5687681818182,10.3122863636364,10.3245727272727,10.4394636363636,10.5665545454545,10.4678910601108,5.14099060111799,-5.51877088077344,0.7308
1980-03-01,13.1283684210526,12.3177263157895,11.8927947368421,11.7968105263158,11.8587473684211,12.0135684210526,11.7632344219288,3.48380866595565,-1.80984956263769,0.7308
1980-04-01,15.1371476190476,13.3457523809524,12.383819047619,11.9926333333333,11.9271761904762,12.2496428571429,NA,NA,NA,0.7308
1980-05-01,12.8871,11.3209666666667,10.9411380952381,10.9059714285714,11.0124761904762,11.1980142857143,11.0163847502137,7.0641260991103,-6.78727390326123,0.7308
1980-06-01,9.22082857142857,9.23677619047619,9.4562,9.73325238095238,10.0829380952381,10.4415476190476,10.6057088749999,2.52089475322449,-9.4731833952146,0.7308
1980-07-01,8.14792857142857,8.79009047619048,9.05712380952381,9.25871428571428,9.58285714285714,10.1874476190476,10.2340694471385,0.111283879499666,-7.35954848063082,0.7308
1980-08-01,8.58522727272727,9.13958181818182,9.43605909090909,9.64620454545454,9.97884090909091,10.7821409090909,10.7844903307239,0.946675541148944,-9.30977242287709,0.7308
1980-09-01,9.96915238095238,10.4116428571429,10.486180952381,10.573319047619,10.7913952380952,11.2360333333333,11.1852950697005,-0.0693026823888433,-4.02961936324956,0.7308
1980-10-01,11.1281428571429,11.2476619047619,11.1030047619048,11.0578142857143,11.1736619047619,11.5265380952381,11.3403252804805,0.363317603134962,-1.38545706293987,0.7308
1980-11-01,11.9159681818182,11.5329318181818,11.3576136363636,11.3270136363636,11.4135863636364,11.6391954545455,11.498431998585,2.17505971996369,-2.6230640705436,0.7308
1980-12-01,13.4307647058824,12.5477176470588,12.2814882352941,12.1666117647059,12.0809882352941,12.0144529411765,11.8775573286907,2.93245832770544,-0.152558892305629,0.7308
1981-01-01,14.2045545454545,12.8665727272727,12.4614818181818,12.2676454545455,12.1196090909091,12.0041818181818,11.7888075256747,4.30720402358382,0.236988363606013,0.7308
1981-02-01,13.3566,12.2449523809524,12.0651761904762,11.9828666666667,11.9169952380952,11.8644619047619,11.7870976914374,4.11580442883484,-2.31989117741295,0.7308
1981-03-01,13.7143333333333,12.8106666666667,12.6524888888889,12.5861888888889,12.5365833333333,12.4979777777778,12.4292453818347,3.36154980529522,-1.88271181581976,0.7308
1981-04-01,13.0801863636364,12.7672,12.7045954545455,12.6777863636364,12.6576636363636,12.6420272727273,12.6132102875981,1.13721178378498,-0.525847992226377,0.7308
1981-05-01,13.570280952381,13.3343571428571,13.2154428571429,13.121,13.0350238095238,12.964980952381,12.8846941702953,0.301919703600109,1.79068820099751,0.7308
1981-06-01,15.33173,14.123895,13.63425,13.41349,13.247495,13.118385,12.8501453936464,3.56321279510055,1.86251322079907,0.7308
1981-07-01,14.1690045454545,13.3840772727273,12.9858181818182,12.79595,12.6524363636364,12.5407909090909,12.312564987204,1.99467027496813,2.65223703296171,0.7308
1981-08-01,14.9635772727273,14.18125,13.77385,13.5339772727273,13.3337454545455,13.1732318181818,12.924802411716,1.58220357838003,4.04882748891843,0.7308
1981-09-01,15.8419952380952,14.9455095238095,14.4168285714286,14.1139571428571,13.8670095238095,13.6706428571429,13.346589263506,1.6335453470612,5.52573112898205,0.7308
1981-10-01,15.8141285714286,15.2552619047619,14.8127238095238,14.5801428571429,14.4059380952381,14.2760238095238,14.002364067007,0.775019000944404,4.78691929019446,0.7308
1981-11-01,14.7447952380952,14.6951952380952,14.4881523809524,14.3886238095238,14.3710714285714,14.4445476190476,14.280609086001,-0.0510518914422922,1.70481132960278,0.7308
1981-12-01,12.2003888888889,12.5875611111111,12.6826,12.7356388888889,12.8603277777778,13.1998055555556,13.1635792963909,-0.403352098300795,-2.54249811449248,0.7308
1982-01-01,12.5003863636364,13.052,13.0877909090909,13.1022681818182,13.1531590909091,13.2461227272727,13.2295343917785,-1.94708570881298,1.14930182318699,0.7308
1982-02-01,13.82094,14.01665,13.94498,13.956955,14.01096,14.073905,14.0292250633815,-0.546294588589716,0.317573717266127,0.7308
1982-03-01,14.2178333333333,13.9869055555556,13.8130888888889,13.7511888888889,13.7855388888889,13.9534222222222,13.8047067832983,1.17712468902421,-0.770778644159168,0.7308
1982-04-01,13.4848217391304,13.4597130434783,13.3154434782609,13.2129956521739,13.1528173913043,13.1674913043478,13.0419922124321,-0.377909782556267,2.23694693525242,0.7308
1982-05-01,13.6193666666667,13.5294857142857,13.323219047619,13.172680952381,13.0414047619048,12.9404761904762,12.7934748838265,-0.702557543567055,4.15902680905093,0.7308
1982-06-01,13.081355,13.178645,13.06082,12.97632,12.905,12.848625,12.7608919686353,-1.01475936489321,3.00654118123626,0.7308
1982-07-01,13.6307909090909,13.7935772727273,13.6912772727273,13.6154,13.5497727272727,13.4967818181818,13.4177439090993,-1.23912780833425,3.05767292817983,0.7308
1982-08-01,13.0513428571429,13.4018714285714,13.3643714285714,13.3056571428571,13.245280952381,13.1932952380952,13.1459352418625,-1.9425331955807,3.31615943690281,0.7308
1982-09-01,11.4351045454545,12.2604909090909,12.4014636363636,12.4593636363636,12.5025454545455,12.5361272727273,12.5963225771417,-3.08864784999311,1.79711394100512,0.7308
1982-10-01,10.9363238095238,11.7371380952381,11.8127666666667,11.8403952380952,11.860880952381,11.8767904761905,11.8966188692881,-3.19755040180536,2.69416745602756,0.7308
1982-11-01,9.502745,10.484015,10.714255,10.81416,10.88914,10.947455,11.0592154483902,-3.45375410145174,1.12050412637443,0.7308
1982-12-01,9.18594736842105,10.0759736842105,10.3525210526316,10.4691947368421,10.5507736842105,10.6102947368421,10.7540685904137,-2.97865222287796,0.186931358888672,0.7308
1983-01-01,8.95839090909091,9.99563181818182,10.4193181818182,10.5496,10.5672363636364,10.7121863636364,10.8848730980478,-3.51524096354105,-0.046626088257078,0.7308
1983-02-01,8.68717619047619,9.70597142857143,10.2100047619048,10.4378857142857,10.5740142857143,10.8174571428571,11.0584933464454,-2.59375690757257,-3.2999749054232,0.7308
1983-03-01,8.96819473684211,9.96918421052632,10.4372421052632,10.6369736842105,10.7647684210526,11.0755684210526,11.2646026439347,-2.49728821723721,-3.21947841054082,0.7308
1983-04-01,8.95508260869565,9.81415217391304,10.2264304347826,10.4086130434783,10.5288826086957,10.8082304347826,10.9777197445841,-2.05322586730104,-3.10961487778497,0.7308
1983-05-01,8.93256,9.724155,10.12813,10.315065,10.42198,10.590725,10.7949560094609,-2.02159423198053,-2.62204142882998,0.7308
1983-06-01,8.78322380952381,9.62887142857143,10.0784523809524,10.2972285714286,10.424019047619,10.5655047619048,10.8153362124229,-2.14237377792765,-2.981490749319,0.7308
1983-07-01,9.48385,10.2436318181818,10.5971727272727,10.7375227272727,10.8016909090909,10.9775409090909,11.1294377865499,-2.14450705596006,-1.64506540876837,0.7308
1983-08-01,9.934155,10.773575,11.0947,11.231425,11.326155,11.437315,11.5969966977441,-2.54704715288254,-0.948420061720395,0.7308
1983-09-01,10.287,11.1061347826087,11.4231043478261,11.5762608695652,11.6950347826087,11.789147826087,11.9646860197126,-2.38321208654232,-1.30601516659151,0.7308
1983-10-01,9.93152380952381,10.8809523809524,11.2674714285714,11.4323571428571,11.5326428571429,11.5921428571429,11.8085817199313,-2.99718729236917,-0.84566856575484,0.7308
1983-11-01,9.624125,10.6804,11.122345,11.3237,11.459875,11.551805,11.8017250197332,-3.15712340554361,-1.57916527856051,0.7308
1983-12-01,9.67954210526316,10.7707210526316,11.2345263157895,11.4304526315789,11.5477473684211,11.6173526315789,11.8777757422961,-3.41005799236972,-1.17853689907748,0.7308
1984-01-01,9.93574285714286,10.9267333333333,11.3616333333333,11.5450952380952,11.656680952381,11.7268571428571,11.9705899240094,-3.04692377353164,-1.29666582897834,0.7308
1984-02-01,9.78959523809524,10.7716380952381,11.2121476190476,11.4004666666667,11.5075095238095,11.562419047619,11.8154194595975,-3.03801921630595,-1.28337205284821,0.7308
1984-03-01,9.87012105263158,10.8798526315789,11.3289368421053,11.5167,11.6312157894737,11.7029578947368,11.9544240728299,-3.09659005780391,-1.37414085068603,0.7308
1984-04-01,10.4015590909091,11.3478409090909,11.8127409090909,12.0167727272727,12.1104272727273,12.1058954545455,12.3954466028365,-2.99366680197585,-1.26075796986316,0.7308
1984-05-01,10.72923,11.68442,12.125885,12.31302,12.38611,12.34492,12.6246246750134,-3.22177718869253,-0.495167403082931,0.7308
1984-06-01,11.3708045454545,12.4232909090909,12.8336545454545,12.9997772727273,13.0863590909091,13.1148909090909,13.3473356558607,-3.5231880790173,-0.20398303382252,0.7308
1984-07-01,11.8148333333333,12.7907333333333,13.0454761904762,13.1480142857143,13.2214095238095,13.2776428571429,13.4022327479579,-3.42123723665044,0.951611689961952,0.7308
1984-08-01,11.8315952380952,12.6575428571429,12.8603714285714,12.9562619047619,13.0316238095238,13.0910619047619,13.1931797274223,-2.81477817655493,0.593469879915525,0.7308
1984-09-01,11.5598043478261,12.1758,12.3019173913043,12.3453173913043,12.3744217391304,12.3961913043478,12.4511938042791,-2.31045786696559,1.26467108888078,0.7308
1984-10-01,11.4044315789474,12.0435052631579,12.1711105263158,12.1672736842105,12.1215526315789,12.0635,12.1108540422363,-2.91396358021399,3.02622320207454,0.7308
1984-11-01,10.7986181818182,11.5791727272727,11.7727363636364,11.8092227272727,11.8025727272727,11.7810454545455,11.8664769275043,-3.18808501766785,2.29727327484179,0.7308
1984-12-01,9.77793684210526,10.7903578947368,11.1387210526316,11.2822157894737,11.3933736842105,11.5228368421053,11.6892076582999,-3.16471517977933,-0.644006892114588,0.7308
1985-01-01,9.311815,10.53155,11.03003,11.248935,11.398515,11.524685,11.7938954863298,-3.66909091862069,-1.66692211448425,0.7308
1985-02-01,9.0028380952381,10.3692142857143,10.9091476190476,11.149819047619,11.3328428571429,11.5261285714286,11.8027893576432,-3.97999397238637,-2.17495912121399,0.7308
1985-03-01,9.28458333333333,10.50035,11.0589944444444,11.2866055555556,11.3935166666667,11.5611666666667,11.8406547140199,-3.64406541393604,-1.97199354083645,0.7308
1985-04-01,9.82770476190476,10.9511428571429,11.4202714285714,11.6150285714286,11.7356142857143,11.8736238095238,12.1128961255893,-3.39955431963109,-1.4949314131081,0.7308
1985-05-01,9.15894285714286,10.409219047619,10.9414428571429,11.2014,11.4088238095238,11.5981047619048,11.889045811852,-3.37645935371226,-3.06551429955709,0.7308
1985-06-01,8.50838181818182,9.75025,10.3136363636364,10.6232954545455,10.9122590909091,11.2191272727273,11.5217760808174,-2.71683583736,-5.27064232041184,0.7308
1985-07-01,7.84188,9.102555,9.73031,10.029315,10.23991,10.59758,10.893850991841,-2.92408746954482,-5.01979836088306,0.7308
1985-08-01,7.91205,9.2057,9.86427272727273,10.1830363636364,10.4025272727273,10.7460363636364,11.0702665078962,-3.00009707492935,-5.24424902663141,0.7308
1985-09-01,8.04298636363636,9.34165909090909,9.93841818181818,10.21875,10.4532409090909,10.8875363636364,11.1389803296686,-2.9227940620652,-5.16817855932601,0.7308
1985-10-01,8.05977368421053,9.35057894736842,9.93705789473684,10.2302368421053,10.5124,11.0000684210526,11.2433617015164,-2.61136476915791,-6.04892615415162,0.7308
1985-11-01,8.04343181818182,9.22450909090909,9.80492272727273,10.1055363636364,10.3825454545455,10.8656727272727,11.1136237488743,-2.15388273653926,-6.51723298851202,0.7308
1985-12-01,7.87407894736842,8.83485263157895,9.35425263157895,9.65617894736842,9.94525789473684,10.3455631578947,10.6028200704734,-1.37617342513989,-6.80113587863861,0.7308
1986-01-01,7.68337142857143,8.38891904761905,8.83674761904762,9.14533333333333,9.46955714285714,9.82602857142857,10.0823627798367,-0.294072901468431,-7.69325652215792,0.7308
1986-02-01,7.73692380952381,8.37637619047619,8.77827142857143,9.05910952380952,9.36556666666667,9.72439047619048,9.94577379475378,-0.15573624896009,-7.29727208115621,0.7308
1986-03-01,7.61164736842105,8.09296315789474,8.40415789473684,8.63874210526316,8.91511578947368,9.24772631578947,9.4158332508463,0.209366055454828,-6.58823471707167,0.7308
